id,url,do_not_use,commons_files,licence,urls
10426,https://upload.wikimedia.org/wikipedia/commons/6/6f/Theresa_May_%282015%29_%28cropped%29.jpg,0,Theresa_May_%282015%29_%28cropped%29.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Theresa_May_%282015%29_%28cropped%29.jpg
10633,https://upload.wikimedia.org/wikipedia/commons/4/46/Malcolm_Wicks_MP.jpg,0,Malcolm_Wicks_MP.jpg,Creative Commons Attribution-Share Alike 3.0,https://commons.wikimedia.org/wiki/File:Malcolm_Wicks_MP.jpg
10308,https://upload.wikimedia.org/wikipedia/commons/2/2c/Glenda_Jackson.JPG,0,Glenda_Jackson.JPG,Public domain,https://commons.wikimedia.org/wiki/File:Glenda_Jackson.JPG
11812,https://upload.wikimedia.org/wikipedia/commons/a/a2/Nicholas_Clegg_cropped.jpg,0,Nicholas_Clegg_cropped.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Nicholas_Clegg_cropped.jpg
24959,https://upload.wikimedia.org/wikipedia/commons/a/aa/Chris_White_2012.jpg,0,Chris_White_2012.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Chris_White_2012.jpg
10002,https://upload.wikimedia.org/wikipedia/commons/6/63/Gerry_Adams_-_26370225138.jpg,0,Gerry_Adams_-_26370225138.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Gerry_Adams_-_26370225138.jpg
11667,https://upload.wikimedia.org/wikipedia/commons/f/fd/Rosie_Cooper_MP_%28right%29_%287486282656%29_%28cropped%29.jpg,0,Rosie_Cooper_MP_%28right%29_%287486282656%29_%28cropped%29.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Rosie_Cooper_MP_%28right%29_%287486282656%29_%28cropped%29.jpg
10128,https://upload.wikimedia.org/wikipedia/commons/a/ac/Michael_connarty.jpg,0,Michael_connarty.jpg,Creative Commons Attribution-Share Alike 3.0,https://commons.wikimedia.org/wiki/File:Michael_connarty.jpg
24719,https://upload.wikimedia.org/wikipedia/commons/2/2a/Jane_Ellison_MP.jpg,0,Jane_Ellison_MP.jpg,Open Government License 3,https://commons.wikimedia.org/wiki/File:Jane_Ellison_MP.jpg
11534,https://upload.wikimedia.org/wikipedia/commons/1/15/Natascha_Engel_2012.png,0,Natascha_Engel_2012.png,Creative Commons Attribution 3.0,https://commons.wikimedia.org/wiki/File:Natascha_Engel_2012.png
22650,https://upload.wikimedia.org/wikipedia/commons/c/c1/Evans%2C_Jonathan_%28crop%29.jpg,0,Evans%2C_Jonathan_%28crop%29.jpg,Public domain,https://commons.wikimedia.org/wiki/File:Evans%2C_Jonathan_%28crop%29.jpg
25034,https://upload.wikimedia.org/wikipedia/commons/2/28/Debbie_Abrahams_MP.jpg,0,Debbie_Abrahams_MP.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Debbie_Abrahams_MP.jpg
10661,https://upload.wikimedia.org/wikipedia/commons/9/9a/Douglas_Alexander_MP_at_Chatham_House_2015_crop.jpg,0,Douglas_Alexander_MP_at_Chatham_House_2015_crop.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Douglas_Alexander_MP_at_Chatham_House_2015_crop.jpg
11995,https://upload.wikimedia.org/wikipedia/commons/3/3f/Danny_alexander_hi.jpg,0,Danny_alexander_hi.jpg,Open Government License version 1.0,https://commons.wikimedia.org/wiki/File:Danny_alexander_hi.jpg
10005,https://upload.wikimedia.org/wikipedia/commons/1/1b/The_Rt_Hon_Bob_Ainsworth_MP_%284799292710%29.jpg,0,The_Rt_Hon_Bob_Ainsworth_MP_%284799292710%29.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:The_Rt_Hon_Bob_Ainsworth_MP_%284799292710%29.jpg
10221,https://upload.wikimedia.org/wikipedia/commons/f/f6/Edward_Garnier%2C_Solicitor_General.jpg,0,Edward_Garnier%2C_Solicitor_General.jpg,Open Government License version 1.0,https://commons.wikimedia.org/wiki/File:Edward_Garnier%2C_Solicitor_General.jpg
10545,https://upload.wikimedia.org/wikipedia/commons/3/30/Andrew_Smith_MP_20050127.jpg,0,Andrew_Smith_MP_20050127.jpg,Creative Commons Attribution-Share Alike 3.0,https://commons.wikimedia.org/wiki/File:Andrew_Smith_MP_20050127.jpg
10298,https://upload.wikimedia.org/wikipedia/commons/8/83/Simon_Hughes_MP_Liverpool.jpg,0,Simon_Hughes_MP_Liverpool.jpg,Creative Commons Attribution-Share Alike 4.0,https://commons.wikimedia.org/wiki/File:Simon_Hughes_MP_Liverpool.jpg
10453,https://upload.wikimedia.org/wikipedia/commons/8/80/Jim_Murphy.jpg,0,Jim_Murphy.jpg,Open Government License version 1.0,https://commons.wikimedia.org/wiki/File:Jim_Murphy.jpg
11036,https://upload.wikimedia.org/wikipedia/commons/f/fd/David_Laws_Minister.jpg,0,David_Laws_Minister.jpg,Open Government License version 1.0,https://commons.wikimedia.org/wiki/File:David_Laws_Minister.jpg
11660,https://upload.wikimedia.org/wikipedia/commons/4/4c/Malcolm_Rifkind_2011_%28cropped%29.jpg,0,Malcolm_Rifkind_2011_%28cropped%29.jpg,Open Government License version 1.0,https://commons.wikimedia.org/wiki/File:Malcolm_Rifkind_2011_%28cropped%29.jpg
24697,https://upload.wikimedia.org/wikipedia/commons/8/8b/WillieBainMP.jpg,0,WillieBainMP.jpg,Creative Commons Attribution-Share Alike 2.0,https://commons.wikimedia.org/wiki/File:WillieBainMP.jpg
10022,https://upload.wikimedia.org/wikipedia/commons/d/d5/Norman_Baker_Official.jpg,0,Norman_Baker_Official.jpg,Open Government License version 1.0,https://commons.wikimedia.org/wiki/File:Norman_Baker_Official.jpg
10658,https://upload.wikimedia.org/wikipedia/commons/5/50/Tim_Yeo_MP_%2815216846249%29.jpg,0,Tim_Yeo_MP_%2815216846249%29.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Tim_Yeo_MP_%2815216846249%29.jpg
11869,https://upload.wikimedia.org/wikipedia/commons/2/22/Jeremy_Browne_-_Minister_for_Crime_Prevention.jpg,0,Jeremy_Browne_-_Minister_for_Crime_Prevention.jpg,Creative Commons Attribution 2.0,https://commons.wikimedia.org/wiki/File:Jeremy_Browne_-_Minister_for_Crime_Prevention.jpg
11489,https://upload.wikimedia.org/wikipedia/commons/4/44/Mark_Williams_MP_2009.JPG,0,Mark_Williams_MP_2009.JPG,Public domain,https://commons.wikimedia.org/wiki/File:Mark_Williams_MP_2009.JPG
